# generation_params: repair_time: uniform(min=1, max=4) | priority: uniform(min=1, max=10),,
job_id,repair_type,repair_time_hours,priority,scheduled
J822,Check engine light diagnosis,3,7,
J823,Coolant system service,2,2,
J824,Brake pad replacement,2,3,
J825,Battery replacement,2,1,
J826,Alternator inspection,2,5,
J827,Engine diagnostic scan,2,4,
J828,Brake inspection,4,7,
J829,Tire replacement,4,10,
J830,Coolant system service,3,5,
J831,Transmission inspection,1,2,
J832,Engine diagnostic scan,2,9,
J833,Transmission inspection,2,8,
J834,Coolant system service,2,8,
J835,Tire pressure sensor reset,2,6,
J836,Brake pad replacement,2,4,
J837,Oil change,3,5,
J838,Brake pad replacement,3,3,
J839,Tire replacement,2,4,
J840,Oil change,4,6,
J841,Alternator inspection,1,5,
J842,Alternator inspection,3,4,
J843,Engine diagnostic scan,4,1,
J844,Check engine light diagnosis,4,2,
J845,ABS warning light diagnosis,2,3,
J846,Battery replacement,2,6,
J847,Wheel alignment,3,8,
J848,Suspension noise diagnosis,3,7,
J849,Battery replacement,4,9,
J850,Oil change,2,7,
J851,Wheel alignment,4,7,
J852,Brake inspection,3,6,
J853,Tire pressure sensor reset,3,7,
J854,Brake inspection,4,3,
J855,Wheel alignment,3,2,
J856,Brake inspection,3,4,
J857,Spark plug replacement,1,4,
J858,Alternator inspection,4,4,
J859,Battery replacement,3,4,
J860,Oil change,2,7,
J861,Engine diagnostic scan,1,8,
J862,Check engine light diagnosis,2,8,
J863,Coolant system service,3,10,
J864,Tire replacement,3,7,
J865,Brake pad replacement,3,2,
J866,Check engine light diagnosis,3,1,
J867,Wheel alignment,1,9,
J868,Suspension noise diagnosis,3,3,
J869,Brake pad replacement,2,8,
J870,Tire pressure sensor reset,2,3,
J871,Battery replacement,3,5,
J872,Tire replacement,2,6,
J873,Suspension noise diagnosis,2,8,
J874,Coolant system service,3,5,
J875,Alternator inspection,3,8,
J876,Coolant system service,3,4,
J877,Check engine light diagnosis,2,3,
J878,Suspension noise diagnosis,1,8,
J879,Brake pad replacement,3,9,
J880,Brake inspection,3,5,
J881,Tire replacement,2,9,
J882,Check engine light diagnosis,3,4,
J883,Tire replacement,2,3,
J884,Check engine light diagnosis,4,9,
J885,Tire replacement,3,5,
J886,Coolant system service,3,5,
J887,Engine diagnostic scan,2,6,
J888,Spark plug replacement,2,4,
J889,Engine diagnostic scan,3,9,
J890,Wheel alignment,1,8,
J891,Wheel alignment,2,7,
J892,Tire pressure sensor reset,3,7,
J893,Tire replacement,1,8,
J894,Spark plug replacement,3,7,
J895,Check engine light diagnosis,2,2,
J896,Engine diagnostic scan,2,6,
J897,Transmission inspection,3,8,
J898,Brake inspection,4,7,
J899,Engine diagnostic scan,2,8,
J900,Brake inspection,1,2,
J901,Battery replacement,1,4,
J902,Wheel alignment,1,3,
J903,Check engine light diagnosis,3,5,
J904,Tire pressure sensor reset,1,6,
J905,Wheel alignment,1,4,
J906,Suspension noise diagnosis,4,7,
J907,Tire replacement,2,1,
J908,Brake inspection,2,8,
J909,Check engine light diagnosis,1,4,
J910,Brake inspection,2,8,
J911,Battery replacement,1,10,
J912,Brake pad replacement,2,2,
J913,Battery replacement,4,2,
J914,Brake inspection,2,2,
J915,Suspension noise diagnosis,4,9,
J916,Coolant system service,3,9,
J917,Brake inspection,2,7,
J918,ABS warning light diagnosis,1,10,
J919,Wheel alignment,2,9,
J920,Brake pad replacement,2,1,
J921,Battery replacement,4,9,
J922,Check engine light diagnosis,3,6,
J923,Battery replacement,4,4,
J924,Spark plug replacement,3,3,
J925,Wheel alignment,3,9,
J926,Spark plug replacement,2,9,
J927,Alternator inspection,2,7,
J928,Tire replacement,2,10,
J929,Suspension noise diagnosis,2,1,
J930,Battery replacement,2,10,
J931,Alternator inspection,3,8,
J932,Tire replacement,2,9,
J933,Coolant system service,1,3,
J934,Suspension noise diagnosis,1,9,
J935,Oil change,4,7,
J936,Oil change,3,8,
J937,Tire replacement,3,4,
J938,Brake inspection,2,7,
J939,ABS warning light diagnosis,1,8,
J940,Tire pressure sensor reset,3,7,
J941,Check engine light diagnosis,2,4,
J942,ABS warning light diagnosis,3,5,
J943,Tire replacement,4,7,
J944,Tire replacement,3,8,
J945,Brake inspection,2,3,
J946,Oil change,3,2,
J947,Engine diagnostic scan,2,8,
J948,Wheel alignment,2,10,
J949,Wheel alignment,2,1,
J950,Oil change,3,2,
J951,Battery replacement,3,3,
J952,Wheel alignment,3,6,
J953,Brake pad replacement,3,3,
J954,Tire pressure sensor reset,4,5,
J955,Brake inspection,2,2,
J956,Check engine light diagnosis,3,8,
J957,Tire pressure sensor reset,3,7,
J958,Tire replacement,2,6,
J959,ABS warning light diagnosis,3,7,
J960,Transmission inspection,2,6,
J961,Transmission inspection,3,4,
J962,Battery replacement,1,2,
J963,Engine diagnostic scan,2,3,
J964,Tire replacement,3,2,
J965,Engine diagnostic scan,3,2,
J966,Coolant system service,2,7,
J967,Coolant system service,3,2,
J968,ABS warning light diagnosis,1,3,
J969,Alternator inspection,3,9,
J970,Engine diagnostic scan,3,7,
J971,Tire pressure sensor reset,2,9,
J972,Wheel alignment,4,5,
J973,Engine diagnostic scan,3,4,
J974,Spark plug replacement,3,2,
J975,Battery replacement,3,1,
J976,Tire pressure sensor reset,4,6,
J977,Check engine light diagnosis,3,3,
J978,Tire replacement,2,7,
J979,Brake inspection,1,3,
J980,Tire replacement,2,2,
J981,Wheel alignment,3,3,
J982,Check engine light diagnosis,2,8,
J983,Tire replacement,2,7,
J984,Check engine light diagnosis,3,5,
J985,Tire replacement,3,2,
J986,Alternator inspection,3,2,
J987,Check engine light diagnosis,4,8,
J988,Battery replacement,3,8,
J989,Brake inspection,3,2,
J990,Transmission inspection,2,2,
J991,Spark plug replacement,3,9,
J992,Oil change,1,7,
J993,Brake pad replacement,3,9,
J994,Transmission inspection,4,10,
J995,Spark plug replacement,3,6,
J996,Brake pad replacement,3,7,
J997,Brake inspection,2,1,
J998,Suspension noise diagnosis,3,10,
J999,Tire replacement,2,7,
J1000,Oil change,4,9,
J1001,Tire replacement,1,7,
J1002,Coolant system service,2,6,
J1003,Battery replacement,2,2,
J1004,Brake inspection,2,8,
J1005,Oil change,2,9,
J1006,Check engine light diagnosis,2,1,
J1007,Battery replacement,2,5,
J1008,Oil change,4,9,
J1009,Oil change,4,3,
J1010,Coolant system service,3,9,
J1011,Suspension noise diagnosis,1,10,
J1012,Wheel alignment,3,9,
J1013,Engine diagnostic scan,2,6,
J1014,Check engine light diagnosis,3,7,
J1015,Battery replacement,2,8,
J1016,Coolant system service,3,7,
J1017,Alternator inspection,2,8,
J1018,ABS warning light diagnosis,3,10,
J1019,Engine diagnostic scan,4,4,
J1020,ABS warning light diagnosis,3,9,
J1021,Tire replacement,2,10,
J1022,Transmission inspection,2,5,
J1023,Transmission inspection,4,8,
J1024,Suspension noise diagnosis,2,2,
J1025,Brake pad replacement,3,2,
J1026,Transmission inspection,2,7,
J1027,Oil change,1,4,
J1028,Alternator inspection,4,9,
J1029,Battery replacement,4,6,
J1030,ABS warning light diagnosis,2,6,
J1031,ABS warning light diagnosis,3,5,
J1032,Wheel alignment,3,9,
J1033,Alternator inspection,2,2,
J1034,Brake inspection,1,9,
J1035,Wheel alignment,1,6,
J1036,Wheel alignment,4,5,
J1037,Check engine light diagnosis,2,2,
J1038,Suspension noise diagnosis,2,4,
J1039,Spark plug replacement,2,9,
J1040,Suspension noise diagnosis,3,9,
J1041,Battery replacement,2,7,
J1042,Suspension noise diagnosis,1,8,
J1043,Transmission inspection,2,8,
J1044,Suspension noise diagnosis,2,8,
J1045,Check engine light diagnosis,3,4,
J1046,Brake pad replacement,3,4,
J1047,Wheel alignment,2,4,
J1048,Coolant system service,2,3,
J1049,Spark plug replacement,2,3,
J1050,Oil change,2,6,
J1051,ABS warning light diagnosis,3,8,
J1052,Engine diagnostic scan,1,8,
J1053,Suspension noise diagnosis,4,7,
J1054,Engine diagnostic scan,3,3,
J1055,Check engine light diagnosis,3,10,
J1056,Brake inspection,3,4,
J1057,Tire pressure sensor reset,2,7,
J1058,Tire replacement,3,10,
J1059,Check engine light diagnosis,1,5,
J1060,Battery replacement,4,8,
J1061,ABS warning light diagnosis,2,4,
J1062,Spark plug replacement,3,3,
J1063,Wheel alignment,3,6,
J1064,Tire pressure sensor reset,4,1,
J1065,Tire pressure sensor reset,2,9,
J1066,Brake pad replacement,3,8,
J1067,Wheel alignment,4,1,
J1068,Engine diagnostic scan,3,8,
J1069,Transmission inspection,3,3,
J1070,Brake inspection,3,5,
J1071,Transmission inspection,3,2,
J1072,Coolant system service,1,2,
J1073,Battery replacement,1,9,
J1074,Engine diagnostic scan,3,1,
J1075,Oil change,2,2,
J1076,Coolant system service,1,4,
J1077,Battery replacement,4,3,
J1078,Tire replacement,3,2,
J1079,Brake pad replacement,1,5,
J1080,ABS warning light diagnosis,2,8,
J1081,Coolant system service,2,5,
J1082,Wheel alignment,2,9,
J1083,ABS warning light diagnosis,4,10,
J1084,Engine diagnostic scan,2,5,
J1085,Suspension noise diagnosis,3,4,
J1086,Check engine light diagnosis,1,9,
J1087,Brake inspection,4,8,
J1088,Transmission inspection,2,4,
J1089,Oil change,4,4,
J1090,Battery replacement,2,5,
J1091,Alternator inspection,2,9,
J1092,Wheel alignment,3,9,
J1093,Brake pad replacement,2,7,
J1094,Spark plug replacement,2,9,
J1095,Coolant system service,1,7,
J1096,Alternator inspection,1,8,
J1097,Wheel alignment,1,2,
J1098,Tire pressure sensor reset,3,8,
J1099,Alternator inspection,3,4,
J1100,Tire replacement,4,1,
J1101,ABS warning light diagnosis,2,2,
J1102,Check engine light diagnosis,3,4,
J1103,Battery replacement,4,9,
J1104,Transmission inspection,1,6,
J1105,ABS warning light diagnosis,2,1,
J1106,Oil change,3,3,
J1107,Coolant system service,3,4,
J1108,Spark plug replacement,2,5,
J1109,ABS warning light diagnosis,1,6,
J1110,Alternator inspection,4,8,
J1111,ABS warning light diagnosis,2,5,
J1112,Brake pad replacement,3,2,
J1113,Brake pad replacement,2,7,
J1114,Wheel alignment,1,9,
J1115,Coolant system service,3,2,
J1116,ABS warning light diagnosis,1,3,
J1117,Brake inspection,3,9,
J1118,Check engine light diagnosis,4,2,
J1119,Coolant system service,3,2,
J1120,Check engine light diagnosis,2,3,
J1121,Tire pressure sensor reset,3,1,
J1122,Check engine light diagnosis,2,8,
J1123,Oil change,1,1,
J1124,Brake pad replacement,3,6,
J1125,Spark plug replacement,4,6,
J1126,Brake inspection,2,2,
J1127,Transmission inspection,1,9,
J1128,Brake pad replacement,3,6,
J1129,Oil change,2,7,
J1130,Wheel alignment,1,8,
J1131,ABS warning light diagnosis,1,5,
J1132,Transmission inspection,3,4,
J1133,Oil change,2,2,
J1134,Engine diagnostic scan,2,3,
J1135,Check engine light diagnosis,2,4,
J1136,Brake pad replacement,4,7,
J1137,Tire pressure sensor reset,2,3,
J1138,Brake inspection,3,8,
J1139,Spark plug replacement,3,4,
J1140,Spark plug replacement,3,10,
J1141,Engine diagnostic scan,4,8,
J1142,Engine diagnostic scan,3,1,
J1143,Tire pressure sensor reset,3,10,
J1144,Tire replacement,4,3,
J1145,Tire pressure sensor reset,3,8,
J1146,Tire pressure sensor reset,3,5,
J1147,Check engine light diagnosis,3,5,
J1148,Wheel alignment,2,3,
J1149,Suspension noise diagnosis,2,2,
J1150,Engine diagnostic scan,2,1,
J1151,Transmission inspection,2,3,
J1152,Suspension noise diagnosis,2,4,
J1153,Transmission inspection,1,8,
J1154,Brake inspection,3,8,
J1155,Coolant system service,1,9,
J1156,Transmission inspection,1,8,
J1157,Wheel alignment,1,4,
J1158,Suspension noise diagnosis,1,4,
J1159,Suspension noise diagnosis,3,4,
J1160,Alternator inspection,2,2,
J1161,Suspension noise diagnosis,2,2,
J1162,Coolant system service,3,6,
J1163,Spark plug replacement,3,9,
J1164,Battery replacement,2,2,
J1165,Oil change,4,5,
J1166,Battery replacement,3,4,
J1167,Alternator inspection,4,6,
J1168,Brake pad replacement,1,3,
J1169,Check engine light diagnosis,3,3,
J1170,Suspension noise diagnosis,2,6,
J1171,Tire replacement,1,8,
J1172,Suspension noise diagnosis,3,4,
J1173,Transmission inspection,4,6,
J1174,Alternator inspection,3,4,
J1175,Tire replacement,3,2,
J1176,Spark plug replacement,3,8,
J1177,Oil change,4,6,
J1178,Engine diagnostic scan,2,5,
J1179,Brake inspection,2,4,
J1180,Suspension noise diagnosis,3,1,
J1181,Tire replacement,4,2,
J1182,Coolant system service,2,9,
J1183,Brake inspection,2,5,
J1184,Brake pad replacement,4,4,
J1185,ABS warning light diagnosis,3,2,
J1186,Spark plug replacement,3,6,
J1187,Battery replacement,2,9,
J1188,Engine diagnostic scan,3,9,
J1189,Check engine light diagnosis,2,7,
J1190,Tire replacement,1,7,
J1191,Tire replacement,3,9,
J1192,Brake pad replacement,1,8,
J1193,Brake inspection,3,5,
J1194,Tire pressure sensor reset,1,9,
J1195,Engine diagnostic scan,2,4,
J1196,Brake inspection,3,10,
J1197,Suspension noise diagnosis,2,6,
J1198,Battery replacement,4,4,
J1199,Tire replacement,2,2,
J1200,Brake pad replacement,3,7,
J1201,Alternator inspection,2,3,
J1202,Suspension noise diagnosis,2,5,
J1203,Tire replacement,2,9,
J1204,Coolant system service,3,4,
J1205,Oil change,2,6,
J1206,Tire pressure sensor reset,2,1,
J1207,Tire pressure sensor reset,3,5,
J1208,Tire replacement,3,7,
J1209,Spark plug replacement,2,5,
J1210,ABS warning light diagnosis,1,4,
J1211,Tire replacement,2,7,
J1212,Battery replacement,4,3,
J1213,Coolant system service,2,8,
J1214,Oil change,1,2,
J1215,Oil change,2,3,
J1216,ABS warning light diagnosis,1,7,
J1217,Battery replacement,1,3,
J1218,Tire pressure sensor reset,2,8,
J1219,Oil change,3,5,
J1220,Battery replacement,3,6,
J1221,Tire pressure sensor reset,2,5,
J1222,Brake inspection,3,1,
J1223,Spark plug replacement,3,7,
J1224,Wheel alignment,3,5,
J1225,Transmission inspection,1,5,
J1226,ABS warning light diagnosis,2,1,
J1227,Coolant system service,2,5,
J1228,Coolant system service,1,3,
J1229,Battery replacement,4,5,
J1230,Alternator inspection,2,1,
J1231,Check engine light diagnosis,2,5,
J1232,Tire pressure sensor reset,2,9,
J1233,Tire pressure sensor reset,4,2,
J1234,Tire pressure sensor reset,4,10,
J1235,Brake inspection,1,6,
J1236,Brake inspection,3,10,
J1237,Coolant system service,2,10,
J1238,Check engine light diagnosis,3,1,
J1239,Tire pressure sensor reset,2,1,
J1240,ABS warning light diagnosis,3,8,
J1241,Spark plug replacement,3,5,
J1242,Transmission inspection,3,5,
J1243,Check engine light diagnosis,1,7,
J1244,Coolant system service,3,2,
J1245,Spark plug replacement,3,1,
J1246,Coolant system service,4,3,
J1247,Suspension noise diagnosis,1,4,
J1248,Transmission inspection,3,1,
J1249,Coolant system service,4,9,
J1250,Battery replacement,1,3,
J1251,Transmission inspection,2,6,
J1252,Suspension noise diagnosis,2,7,
J1253,Coolant system service,3,7,
J1254,Tire pressure sensor reset,3,4,
J1255,Suspension noise diagnosis,2,9,
J1256,Battery replacement,1,5,
J1257,Brake pad replacement,2,3,
J1258,Alternator inspection,3,6,
J1259,Coolant system service,3,6,
J1260,Brake pad replacement,2,5,
J1261,Brake pad replacement,2,6,
J1262,Brake inspection,2,4,
J1263,Wheel alignment,1,2,
J1264,Tire pressure sensor reset,2,2,
J1265,Coolant system service,3,7,
J1266,Suspension noise diagnosis,1,3,
J1267,Coolant system service,2,4,
J1268,Spark plug replacement,2,1,
J1269,Tire pressure sensor reset,1,1,
J1270,ABS warning light diagnosis,2,5,
J1271,Transmission inspection,3,3,
J1272,Tire pressure sensor reset,2,8,
J1273,Alternator inspection,2,9,
J1274,Check engine light diagnosis,2,4,
J1275,ABS warning light diagnosis,2,3,
J1276,Suspension noise diagnosis,3,3,
J1277,Battery replacement,2,7,
J1278,Brake inspection,2,8,
J1279,Spark plug replacement,3,5,
J1280,Oil change,2,8,
J1281,Brake inspection,4,5,
J1282,Transmission inspection,3,6,
J1283,Engine diagnostic scan,2,10,
J1284,Coolant system service,1,8,
J1285,Brake pad replacement,3,4,
J1286,Wheel alignment,4,4,
J1287,ABS warning light diagnosis,3,8,
J1288,Wheel alignment,3,1,
J1289,Tire replacement,2,3,
J1290,Battery replacement,2,6,
J1291,Engine diagnostic scan,4,10,
J1292,Coolant system service,1,2,
J1293,Wheel alignment,1,3,
J1294,Wheel alignment,4,7,
J1295,Tire pressure sensor reset,1,6,
J1296,Brake pad replacement,4,9,
J1297,Coolant system service,2,7,
J1298,ABS warning light diagnosis,1,9,
J1299,Spark plug replacement,4,3,
J1300,Brake pad replacement,3,4,
J1301,Engine diagnostic scan,4,8,
J1302,Spark plug replacement,3,2,
J1303,Check engine light diagnosis,2,5,
J1304,Tire pressure sensor reset,4,7,
J1305,Wheel alignment,3,2,
J1306,Transmission inspection,1,6,
J1307,Oil change,2,7,
J1308,ABS warning light diagnosis,3,7,
J1309,Check engine light diagnosis,3,4,
J1310,Tire pressure sensor reset,1,3,
J1311,ABS warning light diagnosis,3,2,
J1312,Alternator inspection,3,1,
J1313,Tire pressure sensor reset,3,5,
J1314,Engine diagnostic scan,4,2,
J1315,Battery replacement,2,2,
J1316,Oil change,1,9,
J1317,Transmission inspection,3,2,
J1318,Engine diagnostic scan,2,5,
J1319,Spark plug replacement,2,5,
J1320,Engine diagnostic scan,4,5,
J1321,Alternator inspection,3,5,
J1322,Coolant system service,3,4,
J1323,Tire pressure sensor reset,4,4,
J1324,Spark plug replacement,4,7,
J1325,Tire pressure sensor reset,2,4,
J1326,Engine diagnostic scan,3,8,
J1327,Brake pad replacement,1,2,
J1328,Wheel alignment,2,3,
J1329,Tire replacement,4,9,
J1330,Check engine light diagnosis,2,2,
J1331,Spark plug replacement,2,7,
J1332,Oil change,4,6,
J1333,Engine diagnostic scan,1,7,
J1334,ABS warning light diagnosis,1,3,
J1335,Brake inspection,3,2,
J1336,Transmission inspection,3,2,
J1337,Check engine light diagnosis,4,1,
J1338,Tire pressure sensor reset,2,3,
J1339,Suspension noise diagnosis,2,9,
J1340,Check engine light diagnosis,3,4,
J1341,Brake pad replacement,4,9,
J1342,Brake inspection,2,2,
J1343,Tire replacement,4,3,
J1344,ABS warning light diagnosis,2,7,
J1345,Tire pressure sensor reset,2,5,
J1346,ABS warning light diagnosis,3,3,
J1347,Engine diagnostic scan,2,1,
J1348,Suspension noise diagnosis,3,8,
J1349,Transmission inspection,4,8,
J1350,Brake pad replacement,2,3,
J1351,Brake pad replacement,1,1,
J1352,Check engine light diagnosis,3,6,
J1353,Tire pressure sensor reset,4,10,
J1354,Battery replacement,4,3,
J1355,Suspension noise diagnosis,3,6,
J1356,Tire pressure sensor reset,3,1,
J1357,Brake inspection,4,5,
J1358,Wheel alignment,3,9,
J1359,Tire pressure sensor reset,3,9,
J1360,Tire replacement,2,8,
J1361,Spark plug replacement,4,9,
J1362,Engine diagnostic scan,1,5,
J1363,ABS warning light diagnosis,2,7,
J1364,Coolant system service,4,4,
J1365,Alternator inspection,2,5,
J1366,Transmission inspection,2,7,
J1367,Alternator inspection,3,6,
J1368,Spark plug replacement,3,6,
J1369,Alternator inspection,3,4,
J1370,Tire replacement,3,3,
J1371,Wheel alignment,3,9,
J1372,Battery replacement,2,9,
J1373,Oil change,4,3,
J1374,Check engine light diagnosis,1,4,
J1375,Battery replacement,3,10,
J1376,Tire replacement,2,3,
J1377,Check engine light diagnosis,1,6,
J1378,Brake inspection,3,7,
J1379,Wheel alignment,3,3,
J1380,Spark plug replacement,3,7,
J1381,Engine diagnostic scan,2,3,
J1382,Spark plug replacement,3,2,
J1383,Check engine light diagnosis,2,10,
J1384,ABS warning light diagnosis,2,4,
J1385,Oil change,2,6,
J1386,Battery replacement,4,8,
J1387,Transmission inspection,3,6,
J1388,Battery replacement,4,6,
J1389,Transmission inspection,3,3,
J1390,Suspension noise diagnosis,2,6,
J1391,Suspension noise diagnosis,2,10,
J1392,ABS warning light diagnosis,2,7,
J1393,Brake pad replacement,3,2,
J1394,Battery replacement,1,2,
J1395,Check engine light diagnosis,2,4,
J1396,Tire replacement,3,9,
J1397,Transmission inspection,1,7,
J1398,Transmission inspection,3,2,
J1399,Tire pressure sensor reset,2,9,
J1400,Suspension noise diagnosis,3,8,
J1401,Battery replacement,2,1,
J1402,Oil change,2,4,
J1403,Transmission inspection,3,8,
J1404,Alternator inspection,3,3,
J1405,Wheel alignment,4,6,
J1406,Brake inspection,1,1,
J1407,Tire replacement,3,6,
J1408,Brake inspection,4,4,
J1409,Brake inspection,2,5,
J1410,Tire replacement,4,3,
J1411,Tire replacement,4,1,
J1412,Alternator inspection,4,6,
J1413,Coolant system service,2,4,
J1414,Alternator inspection,3,7,
J1415,Tire replacement,2,4,
J1416,Brake inspection,3,2,
J1417,Tire replacement,4,8,
J1418,Spark plug replacement,2,6,
J1419,Transmission inspection,2,8,
J1420,Tire replacement,4,4,
J1421,Oil change,2,2,
J1422,Transmission inspection,1,2,
J1423,Spark plug replacement,4,3,
J1424,Brake pad replacement,4,4,
J1425,Alternator inspection,2,4,
J1426,ABS warning light diagnosis,2,2,
J1427,ABS warning light diagnosis,2,5,
J1428,Alternator inspection,2,8,
J1429,Oil change,4,7,
J1430,Engine diagnostic scan,2,7,
J1431,Check engine light diagnosis,2,8,
J1432,Engine diagnostic scan,2,5,
J1433,Battery replacement,3,9,
J1434,Engine diagnostic scan,4,3,
J1435,Check engine light diagnosis,3,2,
J1436,Alternator inspection,3,3,
J1437,Battery replacement,4,5,
J1438,Coolant system service,2,4,
J1439,ABS warning light diagnosis,2,10,
J1440,Tire replacement,3,2,
J1441,Check engine light diagnosis,3,3,
J1442,Battery replacement,2,10,
J1443,Engine diagnostic scan,3,3,
J1444,ABS warning light diagnosis,3,7,
J1445,Engine diagnostic scan,2,10,
J1446,Battery replacement,3,7,
J1447,Engine diagnostic scan,2,6,
J1448,Oil change,4,4,
J1449,Brake pad replacement,2,3,
J1450,Suspension noise diagnosis,2,5,
J1451,Tire pressure sensor reset,1,6,
J1452,Alternator inspection,3,5,
J1453,ABS warning light diagnosis,2,9,
J1454,Battery replacement,2,4,
J1455,Battery replacement,3,4,
J1456,Suspension noise diagnosis,2,2,
J1457,Suspension noise diagnosis,4,8,
J1458,Check engine light diagnosis,2,7,
J1459,Engine diagnostic scan,3,4,
J1460,Wheel alignment,1,10,
J1461,ABS warning light diagnosis,4,9,
J1462,Brake pad replacement,1,9,
J1463,Engine diagnostic scan,2,2,
J1464,Alternator inspection,4,8,
J1465,Brake inspection,3,6,
J1466,Tire replacement,2,5,
J1467,Alternator inspection,1,5,
J1468,Wheel alignment,3,6,
J1469,Check engine light diagnosis,1,6,
J1470,Transmission inspection,1,4,
J1471,ABS warning light diagnosis,1,8,
J1472,Battery replacement,2,5,
J1473,Transmission inspection,3,10,
J1474,Brake inspection,2,5,
J1475,Tire replacement,2,5,
J1476,Coolant system service,1,4,
J1477,Engine diagnostic scan,4,9,
J1478,Engine diagnostic scan,2,8,
J1479,Oil change,3,10,
J1480,Alternator inspection,2,4,
J1481,Suspension noise diagnosis,3,6,
J1482,Suspension noise diagnosis,3,8,
J1483,Brake inspection,3,2,
J1484,Tire replacement,2,2,
J1485,ABS warning light diagnosis,3,7,
J1486,Tire replacement,3,6,
J1487,Spark plug replacement,2,7,
J1488,Transmission inspection,1,7,
J1489,Tire replacement,3,7,
J1490,Transmission inspection,3,10,
J1491,Brake inspection,2,2,
J1492,Wheel alignment,1,6,
J1493,Brake pad replacement,3,4,
J1494,Suspension noise diagnosis,2,5,
J1495,Alternator inspection,1,7,
J1496,Transmission inspection,3,10,
J1497,Tire replacement,1,3,
J1498,Tire pressure sensor reset,2,4,
J1499,Spark plug replacement,4,10,
J1500,Suspension noise diagnosis,4,4,
J1501,Wheel alignment,2,4,
J1502,Transmission inspection,3,8,
J1503,Check engine light diagnosis,4,8,
J1504,Wheel alignment,3,3,
J1505,Check engine light diagnosis,3,6,
J1506,Alternator inspection,1,6,
J1507,Engine diagnostic scan,1,8,
J1508,Battery replacement,3,10,
J1509,Brake inspection,3,9,
J1510,Brake pad replacement,2,2,
J1511,Wheel alignment,3,6,
J1512,Tire replacement,4,1,
J1513,Tire replacement,2,2,
J1514,Brake inspection,2,6,
J1515,Transmission inspection,2,9,
J1516,Transmission inspection,1,10,
J1517,Wheel alignment,2,8,
J1518,Tire replacement,3,4,
J1519,Battery replacement,4,3,
J1520,Tire replacement,1,5,
J1521,Battery replacement,3,1,
J1522,Oil change,2,9,
J1523,Transmission inspection,4,7,
J1524,Tire replacement,2,1,
J1525,Transmission inspection,2,5,
J1526,Spark plug replacement,3,4,
J1527,Engine diagnostic scan,3,4,
J1528,Wheel alignment,2,9,
J1529,ABS warning light diagnosis,3,8,
J1530,Oil change,3,3,
J1531,Tire replacement,1,10,
J1532,Alternator inspection,4,1,
J1533,Spark plug replacement,4,2,
J1534,Coolant system service,3,2,
J1535,Check engine light diagnosis,4,10,
J1536,Tire replacement,2,10,
J1537,Check engine light diagnosis,2,5,
J1538,Spark plug replacement,1,7,
J1539,Tire replacement,2,6,
J1540,Suspension noise diagnosis,2,4,
J1541,Brake inspection,3,7,
J1542,Spark plug replacement,3,5,
J1543,Wheel alignment,3,3,
J1544,Coolant system service,2,4,
J1545,Wheel alignment,3,3,
J1546,Battery replacement,1,2,
J1547,Brake inspection,3,3,
J1548,Alternator inspection,3,6,
J1549,Spark plug replacement,2,8,
J1550,Check engine light diagnosis,3,4,
J1551,Oil change,2,5,
J1552,Wheel alignment,3,3,
J1553,Battery replacement,2,3,
J1554,Oil change,1,9,
J1555,Brake pad replacement,1,5,
J1556,Spark plug replacement,2,10,
J1557,Coolant system service,4,5,
J1558,ABS warning light diagnosis,2,9,
J1559,Engine diagnostic scan,3,8,
J1560,Brake inspection,2,3,
J1561,Brake inspection,2,5,
J1562,Brake pad replacement,4,4,
J1563,ABS warning light diagnosis,2,9,
J1564,Check engine light diagnosis,4,2,
J1565,Brake pad replacement,3,3,
J1566,Battery replacement,4,2,
J1567,Transmission inspection,3,9,
J1568,Brake pad replacement,3,5,
J1569,Battery replacement,1,3,
J1570,Transmission inspection,3,9,
J1571,Brake inspection,2,5,
J1572,Suspension noise diagnosis,3,7,
J1573,Tire replacement,3,5,
J1574,Alternator inspection,3,9,
J1575,Transmission inspection,2,9,
J1576,ABS warning light diagnosis,2,3,
J1577,Suspension noise diagnosis,3,9,
J1578,ABS warning light diagnosis,3,9,
J1579,Spark plug replacement,2,9,
J1580,Tire replacement,3,8,
J1581,Check engine light diagnosis,2,10,
J1582,Suspension noise diagnosis,2,2,
J1583,Alternator inspection,1,2,
J1584,Check engine light diagnosis,2,3,
J1585,Alternator inspection,2,8,
J1586,Oil change,2,8,
J1587,Brake inspection,2,9,
J1588,Suspension noise diagnosis,4,7,
J1589,Oil change,3,3,
J1590,Tire replacement,2,7,
J1591,Brake pad replacement,2,7,
J1592,ABS warning light diagnosis,2,3,
J1593,Transmission inspection,4,4,
J1594,Coolant system service,1,10,
J1595,Brake inspection,3,1,
J1596,Wheel alignment,2,8,
J1597,ABS warning light diagnosis,3,6,
J1598,Tire pressure sensor reset,3,4,
J1599,Wheel alignment,4,4,
J1600,Brake inspection,3,5,
J1601,Tire pressure sensor reset,2,7,
J1602,Brake inspection,2,7,
J1603,Coolant system service,1,6,
J1604,Suspension noise diagnosis,1,9,
J1605,Spark plug replacement,2,5,
J1606,Check engine light diagnosis,3,5,
J1607,Oil change,4,1,
J1608,Suspension noise diagnosis,2,5,
J1609,Wheel alignment,1,10,
J1610,Oil change,3,8,
J1611,Tire pressure sensor reset,3,4,
