# generation_params: repair_time: uniform(min=1, max=4) | priority: uniform(min=1, max=10)
job_id,repair_type,repair_time_hours,priority
J875,Coolant system service,2,10
J876,Spark plug replacement,1,9
J877,Oil change,1,4
J878,Brake pad replacement,2,9
J879,Brake inspection,3,3
J880,Engine diagnostic scan,3,5
J881,Coolant system service,1,5
J882,Brake pad replacement,3,1
J883,Coolant system service,4,8
J884,Check engine light diagnosis,2,6
J885,Tire replacement,3,7
J886,Suspension noise diagnosis,3,8
J887,ABS warning light diagnosis,3,6
J888,Engine diagnostic scan,2,8
J889,Suspension noise diagnosis,4,5
J890,Transmission inspection,2,5
J891,Alternator inspection,3,5
J892,Alternator inspection,2,10
J893,Transmission inspection,1,8
J894,Brake pad replacement,3,7
J895,Transmission inspection,4,3
J896,Transmission inspection,1,3
J897,Engine diagnostic scan,3,4
J898,Check engine light diagnosis,3,6
J899,Check engine light diagnosis,2,9
J900,Alternator inspection,3,7
J901,Brake inspection,3,9
J902,ABS warning light diagnosis,2,3
J903,Engine diagnostic scan,2,8
J904,Oil change,1,6
J905,Battery replacement,2,3
J906,ABS warning light diagnosis,2,1
J907,Tire pressure sensor reset,1,5
J908,Coolant system service,1,5
J909,Oil change,3,7
J910,Suspension noise diagnosis,2,2
J911,Brake inspection,4,7
J912,Brake inspection,1,5
J913,Battery replacement,2,3
J914,Engine diagnostic scan,2,3
J915,Wheel alignment,4,7
J916,Oil change,3,7
J917,ABS warning light diagnosis,1,2
J918,Brake inspection,3,8
J919,Brake pad replacement,3,5
J920,Battery replacement,2,9
J921,Coolant system service,2,4
J922,Oil change,3,6
J923,Suspension noise diagnosis,2,7
J924,Brake inspection,2,5
J925,Oil change,4,2
J926,Spark plug replacement,2,5
J927,Coolant system service,2,7
J928,Wheel alignment,1,4
J929,Transmission inspection,1,9
J930,ABS warning light diagnosis,4,5
J931,Transmission inspection,2,4
J932,ABS warning light diagnosis,1,8
J933,Brake pad replacement,2,6
J934,Battery replacement,3,9
J935,Wheel alignment,1,7
J936,Check engine light diagnosis,2,7
J937,ABS warning light diagnosis,3,7
J938,Battery replacement,4,7
J939,Oil change,3,9
J940,Tire replacement,3,2
J941,Tire replacement,2,9
J942,Brake inspection,1,8
J943,ABS warning light diagnosis,3,5
J944,Tire pressure sensor reset,3,6
J945,ABS warning light diagnosis,4,2
J946,Tire pressure sensor reset,1,6
J947,Tire replacement,4,5
J948,Oil change,2,8
J949,Oil change,2,8
J950,Spark plug replacement,4,2
J951,Check engine light diagnosis,2,9
J952,Coolant system service,1,3
J953,Coolant system service,3,9
J954,Engine diagnostic scan,2,3
J955,Battery replacement,2,8
J956,Tire replacement,2,10
J957,Tire replacement,3,8
J958,Spark plug replacement,2,4
J959,Coolant system service,2,6
J960,Oil change,1,4
J961,Spark plug replacement,3,3
J962,Tire pressure sensor reset,2,2
J963,Wheel alignment,3,2
J964,Check engine light diagnosis,3,7
J965,Tire pressure sensor reset,3,6
J966,Engine diagnostic scan,4,5
J967,Coolant system service,3,8
J968,Brake inspection,1,10
J969,Spark plug replacement,2,6
J970,Brake pad replacement,2,6
J971,Brake inspection,3,1
J972,Battery replacement,2,4
J973,Tire pressure sensor reset,1,9
J974,Brake pad replacement,2,9
J975,Oil change,2,3
J976,Check engine light diagnosis,4,5
J977,ABS warning light diagnosis,1,3
J978,Transmission inspection,4,3
J979,Brake inspection,3,4
J980,Alternator inspection,4,2
J981,Battery replacement,3,9
J982,Alternator inspection,2,7
J983,Coolant system service,1,2
J984,Coolant system service,2,1
J985,Tire replacement,4,10
J986,Tire pressure sensor reset,2,1
J987,Battery replacement,2,10
J988,Oil change,2,6
J989,Suspension noise diagnosis,3,5
J990,Brake pad replacement,3,4
J991,Battery replacement,3,2
J992,Oil change,4,4
J993,Transmission inspection,3,6
J994,Check engine light diagnosis,3,9
J995,Tire pressure sensor reset,1,6
J996,Check engine light diagnosis,2,6
J997,Alternator inspection,2,4
J998,Brake inspection,1,8
J999,Tire replacement,2,4
J1000,Spark plug replacement,4,4
J1001,Brake inspection,1,9
J1002,Check engine light diagnosis,2,8
J1003,Tire replacement,3,4
J1004,Tire pressure sensor reset,2,6
J1005,Tire pressure sensor reset,2,6
J1006,Alternator inspection,3,3
J1007,Oil change,3,8
J1008,Brake inspection,4,4
J1009,Alternator inspection,4,4
J1010,Tire pressure sensor reset,3,7
J1011,Tire pressure sensor reset,2,5
J1012,Transmission inspection,3,10
J1013,Engine diagnostic scan,1,8
J1014,Check engine light diagnosis,2,5
J1015,Oil change,1,2
J1016,Brake pad replacement,4,3
J1017,Battery replacement,2,2
J1018,Coolant system service,2,1
J1019,Engine diagnostic scan,3,8
J1020,Check engine light diagnosis,4,4
J1021,Brake inspection,4,7
J1022,ABS warning light diagnosis,3,8
J1023,Wheel alignment,3,6
J1024,Tire replacement,4,9
J1025,Engine diagnostic scan,1,6
J1026,Engine diagnostic scan,2,6
J1027,Engine diagnostic scan,3,1
J1028,Check engine light diagnosis,4,8
J1029,Transmission inspection,3,5
J1030,Battery replacement,2,5
J1031,Battery replacement,3,1
J1032,Wheel alignment,2,4
J1033,Battery replacement,2,10
J1034,Brake inspection,2,9
J1035,Transmission inspection,1,5
J1036,Brake pad replacement,2,9
J1037,Brake pad replacement,2,6
J1038,Battery replacement,2,7
J1039,Transmission inspection,1,4
J1040,Battery replacement,3,6
J1041,Oil change,2,6
J1042,Suspension noise diagnosis,3,8
J1043,Engine diagnostic scan,4,10
J1044,Suspension noise diagnosis,1,3
J1045,Alternator inspection,1,1
J1046,Coolant system service,4,7
J1047,Brake inspection,2,2
J1048,Suspension noise diagnosis,3,10
J1049,Spark plug replacement,2,3
J1050,Oil change,4,4
J1051,Tire replacement,2,8
J1052,Battery replacement,1,4
J1053,Battery replacement,2,1
J1054,Check engine light diagnosis,2,1
J1055,Check engine light diagnosis,2,3
J1056,Tire pressure sensor reset,3,1
J1057,Tire pressure sensor reset,1,1
J1058,Transmission inspection,2,5
J1059,Brake inspection,1,5
J1060,Check engine light diagnosis,2,8
J1061,Spark plug replacement,1,2
J1062,Check engine light diagnosis,3,9
J1063,Spark plug replacement,2,6
J1064,Engine diagnostic scan,1,8
J1065,ABS warning light diagnosis,1,6
J1066,Wheel alignment,3,9
J1067,Check engine light diagnosis,3,7
J1068,ABS warning light diagnosis,3,4
J1069,Oil change,2,4
J1070,ABS warning light diagnosis,3,3
J1071,Alternator inspection,2,2
J1072,Oil change,2,4
J1073,Check engine light diagnosis,3,8
J1074,Engine diagnostic scan,4,3
J1075,Oil change,3,5
J1076,Tire pressure sensor reset,2,1
J1077,Coolant system service,2,6
J1078,Check engine light diagnosis,2,8
J1079,Spark plug replacement,2,3
J1080,Check engine light diagnosis,4,6
J1081,Suspension noise diagnosis,2,2
J1082,Tire pressure sensor reset,3,5
J1083,Suspension noise diagnosis,3,6
J1084,Suspension noise diagnosis,3,4
J1085,Tire replacement,1,4
J1086,Coolant system service,3,9
J1087,Transmission inspection,3,9
J1088,Brake pad replacement,1,7
J1089,Spark plug replacement,1,5
J1090,Oil change,3,10
J1091,ABS warning light diagnosis,1,6
J1092,Tire replacement,2,9
J1093,Coolant system service,1,3
J1094,Tire replacement,4,2
J1095,Suspension noise diagnosis,4,5
J1096,Tire replacement,2,1
J1097,Tire replacement,2,5
J1098,Alternator inspection,4,5
J1099,Tire replacement,4,9
J1100,Tire pressure sensor reset,3,2
J1101,Oil change,3,4
J1102,Wheel alignment,3,3
J1103,Alternator inspection,2,7
J1104,Wheel alignment,4,3
J1105,Oil change,2,1
J1106,Coolant system service,4,1
J1107,Tire replacement,2,6
J1108,Wheel alignment,1,2
J1109,Brake inspection,3,2
J1110,Tire replacement,1,5
J1111,Engine diagnostic scan,3,6
J1112,Tire pressure sensor reset,3,1
J1113,Check engine light diagnosis,2,1
J1114,ABS warning light diagnosis,3,8
J1115,Tire pressure sensor reset,4,6
J1116,Brake pad replacement,2,6
J1117,Engine diagnostic scan,2,7
J1118,Wheel alignment,1,4
J1119,Coolant system service,2,9
J1120,Spark plug replacement,1,2
J1121,Battery replacement,2,7
J1122,Spark plug replacement,3,3
J1123,Wheel alignment,3,4
J1124,Check engine light diagnosis,2,8
J1125,Suspension noise diagnosis,1,2
J1126,Coolant system service,3,6
J1127,Transmission inspection,3,7
J1128,Suspension noise diagnosis,3,4
J1129,Oil change,1,7
J1130,Alternator inspection,1,3
J1131,Transmission inspection,2,7
J1132,Suspension noise diagnosis,3,6
J1133,Engine diagnostic scan,1,10
J1134,Transmission inspection,2,6
J1135,Suspension noise diagnosis,4,9
J1136,Engine diagnostic scan,2,6
J1137,Alternator inspection,3,9
J1138,Brake pad replacement,3,2
J1139,Tire replacement,4,10
J1140,Tire replacement,2,3
J1141,Brake inspection,2,7
J1142,Alternator inspection,3,6
J1143,Suspension noise diagnosis,2,9
J1144,Check engine light diagnosis,1,9
J1145,ABS warning light diagnosis,1,3
J1146,Check engine light diagnosis,4,3
J1147,Check engine light diagnosis,3,6
J1148,Engine diagnostic scan,2,8
J1149,Tire replacement,2,5
J1150,Check engine light diagnosis,4,9
J1151,Wheel alignment,4,5
J1152,Battery replacement,3,3
J1153,Spark plug replacement,3,6
J1154,Brake inspection,3,6
J1155,Tire pressure sensor reset,1,2
J1156,Brake pad replacement,2,8
J1157,Wheel alignment,3,2
J1158,Coolant system service,1,2
J1159,Engine diagnostic scan,2,5
J1160,Coolant system service,2,1
J1161,Wheel alignment,3,10
J1162,Coolant system service,4,4
J1163,Tire pressure sensor reset,3,6
J1164,Suspension noise diagnosis,4,4
J1165,Transmission inspection,3,2
J1166,Engine diagnostic scan,3,7
J1167,Suspension noise diagnosis,3,9
J1168,Brake inspection,2,4
J1169,Tire pressure sensor reset,2,2
J1170,Tire pressure sensor reset,2,9
J1171,Tire replacement,2,5
J1172,Engine diagnostic scan,3,8
J1173,Brake pad replacement,4,6
J1174,Brake pad replacement,4,7
J1175,Brake pad replacement,2,7
J1176,Brake pad replacement,2,4
J1177,Wheel alignment,1,7
J1178,Check engine light diagnosis,3,6
J1179,Brake inspection,2,8
J1180,Spark plug replacement,2,1
J1181,Suspension noise diagnosis,4,1
J1182,Oil change,2,3
J1183,Brake pad replacement,3,6
J1184,Engine diagnostic scan,3,4
J1185,Suspension noise diagnosis,2,8
J1186,Transmission inspection,4,6
J1187,ABS warning light diagnosis,3,5
J1188,Suspension noise diagnosis,3,1
J1189,Engine diagnostic scan,1,9
J1190,Brake inspection,3,3
J1191,Wheel alignment,2,4
J1192,Tire pressure sensor reset,1,7
J1193,Wheel alignment,3,5
J1194,Brake pad replacement,3,8
J1195,Spark plug replacement,3,5
J1196,Engine diagnostic scan,2,4
J1197,Tire pressure sensor reset,1,2
J1198,Battery replacement,2,7
J1199,Oil change,3,4
J1200,Transmission inspection,3,2
J1201,Spark plug replacement,3,6
J1202,Coolant system service,3,9
J1203,ABS warning light diagnosis,3,8
J1204,ABS warning light diagnosis,3,2
J1205,Suspension noise diagnosis,2,2
J1206,Tire replacement,2,8
J1207,Coolant system service,1,8
J1208,Wheel alignment,3,4
J1209,Brake pad replacement,3,8
J1210,Spark plug replacement,2,8
J1211,Tire replacement,4,2
J1212,Transmission inspection,4,10
J1213,Tire replacement,1,5
J1214,Brake inspection,2,4
J1215,Oil change,2,6
J1216,Brake pad replacement,1,3
J1217,Wheel alignment,3,3
J1218,Battery replacement,2,5
J1219,Engine diagnostic scan,2,4
J1220,Engine diagnostic scan,2,8
J1221,Brake pad replacement,2,1
J1222,Suspension noise diagnosis,3,3
J1223,Wheel alignment,2,8
J1224,Coolant system service,3,3
J1225,Transmission inspection,4,3
J1226,Tire replacement,4,7
J1227,Transmission inspection,2,7
J1228,Wheel alignment,4,10
J1229,Brake pad replacement,4,8
J1230,Coolant system service,4,1
J1231,Oil change,4,5
J1232,ABS warning light diagnosis,4,5
J1233,Spark plug replacement,1,4
J1234,Suspension noise diagnosis,2,9
J1235,ABS warning light diagnosis,2,8
J1236,Brake inspection,2,4
J1237,Engine diagnostic scan,2,9
J1238,Alternator inspection,3,8
J1239,Battery replacement,1,6
J1240,Spark plug replacement,3,5
J1241,ABS warning light diagnosis,2,9
J1242,Spark plug replacement,4,6
J1243,Engine diagnostic scan,3,6
J1244,Brake pad replacement,3,5
J1245,Oil change,2,2
J1246,Tire pressure sensor reset,2,3
J1247,Suspension noise diagnosis,4,3
J1248,ABS warning light diagnosis,4,7
J1249,Suspension noise diagnosis,3,9
J1250,Tire replacement,2,9
J1251,Battery replacement,2,4
J1252,Coolant system service,4,5
J1253,Alternator inspection,1,3
J1254,Wheel alignment,2,9
J1255,Oil change,2,6
J1256,Tire replacement,3,2
J1257,Tire replacement,2,5
J1258,Tire replacement,3,5
J1259,Alternator inspection,2,3
J1260,Coolant system service,3,5
J1261,Brake pad replacement,1,2
J1262,Tire pressure sensor reset,1,8
J1263,Coolant system service,3,1
J1264,Tire pressure sensor reset,4,3
J1265,Battery replacement,2,6
J1266,Alternator inspection,3,4
J1267,Coolant system service,4,9
J1268,Wheel alignment,4,6
J1269,Brake pad replacement,1,7
J1270,Engine diagnostic scan,2,9
J1271,Alternator inspection,1,6
J1272,Tire replacement,3,2
J1273,Engine diagnostic scan,2,3
J1274,Oil change,2,3
J1275,Transmission inspection,1,3
J1276,Brake pad replacement,4,4
J1277,Suspension noise diagnosis,3,6
J1278,Oil change,3,4
J1279,Brake inspection,3,6
J1280,Suspension noise diagnosis,2,9
J1281,Alternator inspection,2,3
J1282,Coolant system service,2,3
J1283,Tire pressure sensor reset,1,4
J1284,Brake inspection,3,6
J1285,Tire pressure sensor reset,1,6
J1286,Tire replacement,2,9
J1287,Alternator inspection,3,8
J1288,ABS warning light diagnosis,2,3
J1289,Battery replacement,3,1
J1290,Brake inspection,3,5
J1291,Engine diagnostic scan,1,9
J1292,Oil change,3,10
J1293,Tire replacement,4,2
J1294,Spark plug replacement,3,8
J1295,Tire pressure sensor reset,3,2
J1296,Tire pressure sensor reset,2,6
J1297,Brake pad replacement,4,2
J1298,Suspension noise diagnosis,3,2
J1299,Engine diagnostic scan,4,8
J1300,Coolant system service,2,2
J1301,Engine diagnostic scan,3,6
J1302,Coolant system service,4,4
J1303,Engine diagnostic scan,2,6
J1304,ABS warning light diagnosis,4,7
J1305,Suspension noise diagnosis,2,5
J1306,Tire replacement,3,3
J1307,Check engine light diagnosis,3,2
J1308,Check engine light diagnosis,3,4
J1309,Alternator inspection,1,9
J1310,Check engine light diagnosis,2,6
J1311,Tire replacement,1,5
J1312,Engine diagnostic scan,4,7
J1313,Engine diagnostic scan,4,9
J1314,Transmission inspection,3,5
J1315,Transmission inspection,2,9
J1316,Transmission inspection,2,4
J1317,Battery replacement,3,9
J1318,Suspension noise diagnosis,4,9
J1319,Brake inspection,1,7
J1320,Check engine light diagnosis,1,2
J1321,Battery replacement,3,2
J1322,Suspension noise diagnosis,2,5
J1323,Brake pad replacement,3,6
J1324,Check engine light diagnosis,3,6
J1325,Oil change,2,2
J1326,Oil change,3,3
J1327,ABS warning light diagnosis,1,2
J1328,Spark plug replacement,2,2
J1329,Battery replacement,4,9
J1330,Oil change,1,6
J1331,Battery replacement,4,3
J1332,Alternator inspection,2,4
J1333,Suspension noise diagnosis,3,7
J1334,Tire pressure sensor reset,4,6
J1335,Wheel alignment,3,2
J1336,Spark plug replacement,2,3
J1337,Tire pressure sensor reset,2,8
J1338,Coolant system service,3,5
J1339,Brake inspection,1,2
J1340,ABS warning light diagnosis,3,9
J1341,Brake pad replacement,2,7
J1342,Battery replacement,3,2
J1343,Tire replacement,3,6
J1344,Oil change,2,6
J1345,Brake inspection,1,4
J1346,Spark plug replacement,1,5
J1347,Wheel alignment,1,2
J1348,Wheel alignment,2,3
J1349,Transmission inspection,3,7
J1350,Check engine light diagnosis,1,3
J1351,Brake inspection,3,9
J1352,Tire pressure sensor reset,4,5
J1353,ABS warning light diagnosis,1,5
J1354,Transmission inspection,1,10
J1355,Suspension noise diagnosis,2,3
J1356,Battery replacement,2,2
J1357,Check engine light diagnosis,3,7
J1358,Check engine light diagnosis,3,3
J1359,Suspension noise diagnosis,2,9
J1360,Oil change,2,5
J1361,Tire pressure sensor reset,4,2
J1362,Check engine light diagnosis,1,8
J1363,Transmission inspection,1,7
J1364,ABS warning light diagnosis,4,2
J1365,Suspension noise diagnosis,2,8
J1366,Battery replacement,1,2
J1367,Engine diagnostic scan,1,7
J1368,Transmission inspection,2,4
J1369,Brake inspection,1,6
J1370,Check engine light diagnosis,2,4
J1371,Battery replacement,2,9
J1372,Transmission inspection,2,5
J1373,Wheel alignment,4,4
J1374,Brake pad replacement,1,9
J1375,Wheel alignment,4,5
J1376,Transmission inspection,2,7
J1377,Tire replacement,1,10
J1378,Spark plug replacement,2,10
J1379,Suspension noise diagnosis,2,7
J1380,Battery replacement,3,6
J1381,Check engine light diagnosis,2,8
J1382,Transmission inspection,2,3
J1383,Battery replacement,2,6
J1384,Engine diagnostic scan,2,2
J1385,Oil change,3,6
J1386,Engine diagnostic scan,3,10
J1387,Battery replacement,3,7
J1388,Check engine light diagnosis,2,3
J1389,Wheel alignment,3,7
J1390,Alternator inspection,3,3
J1391,Coolant system service,1,7
J1392,Tire pressure sensor reset,2,2
J1393,Check engine light diagnosis,4,8
J1394,Oil change,4,7
J1395,Brake inspection,3,6
J1396,Alternator inspection,2,4
J1397,Check engine light diagnosis,1,5
J1398,Check engine light diagnosis,2,8
J1399,Engine diagnostic scan,2,9
J1400,Engine diagnostic scan,4,9
J1401,Suspension noise diagnosis,2,9
J1402,Tire pressure sensor reset,2,4
J1403,Tire pressure sensor reset,2,6
J1404,Engine diagnostic scan,4,3
J1405,Alternator inspection,3,1
J1406,ABS warning light diagnosis,2,9
J1407,Wheel alignment,3,7
J1408,Wheel alignment,1,10
J1409,Alternator inspection,3,8
J1410,Brake pad replacement,2,3
J1411,Engine diagnostic scan,3,3
J1412,Alternator inspection,4,10
J1413,Tire replacement,2,6
J1414,Tire pressure sensor reset,2,3
J1415,Tire replacement,1,8
J1416,Battery replacement,1,4
J1417,Brake pad replacement,1,6
J1418,Brake inspection,3,6
J1419,Battery replacement,1,6
J1420,Alternator inspection,4,3
J1421,Check engine light diagnosis,2,6
J1422,Wheel alignment,3,2
J1423,Brake pad replacement,4,8
J1424,Alternator inspection,1,2
J1425,Spark plug replacement,3,2
J1426,Battery replacement,2,9
J1427,Battery replacement,3,5
J1428,Wheel alignment,4,6
J1429,Transmission inspection,2,3
J1430,ABS warning light diagnosis,4,9
J1431,Suspension noise diagnosis,3,8
J1432,Brake inspection,2,4
J1433,ABS warning light diagnosis,4,7
J1434,Suspension noise diagnosis,3,5
J1435,Oil change,2,9
J1436,Coolant system service,4,2
J1437,Brake pad replacement,4,7
J1438,Brake pad replacement,1,2
J1439,Coolant system service,1,1
J1440,Engine diagnostic scan,4,4
J1441,Oil change,4,9
J1442,Engine diagnostic scan,2,7
J1443,Oil change,1,10
J1444,Alternator inspection,1,1
J1445,Engine diagnostic scan,4,4
J1446,Tire pressure sensor reset,2,3
J1447,Coolant system service,3,7
J1448,Tire pressure sensor reset,3,4
J1449,Brake pad replacement,1,8
J1450,Suspension noise diagnosis,3,7
J1451,Oil change,3,7
J1452,Transmission inspection,2,6
J1453,Tire replacement,3,10
J1454,ABS warning light diagnosis,2,2
J1455,Suspension noise diagnosis,4,5
J1456,Coolant system service,2,6
J1457,Tire pressure sensor reset,3,6
J1458,Alternator inspection,4,1
J1459,Brake inspection,2,9
J1460,Tire replacement,1,7
J1461,Tire pressure sensor reset,2,9
J1462,Brake inspection,4,2
J1463,Oil change,2,8
J1464,Alternator inspection,2,2
J1465,ABS warning light diagnosis,4,2
J1466,ABS warning light diagnosis,2,7
J1467,Brake pad replacement,2,2
J1468,Transmission inspection,3,5
J1469,Transmission inspection,1,4
J1470,Spark plug replacement,2,6
J1471,Engine diagnostic scan,2,2
J1472,Transmission inspection,3,5
J1473,ABS warning light diagnosis,3,2
J1474,Brake pad replacement,2,1
J1475,Tire replacement,2,4
J1476,Spark plug replacement,2,1
J1477,Brake inspection,4,5
J1478,Wheel alignment,3,8
J1479,Engine diagnostic scan,3,4
J1480,Wheel alignment,1,2
J1481,Brake inspection,1,5
J1482,Engine diagnostic scan,3,4
J1483,Suspension noise diagnosis,2,1
J1484,Wheel alignment,1,5
J1485,Check engine light diagnosis,1,8
J1486,Oil change,3,2
J1487,ABS warning light diagnosis,3,4
J1488,Transmission inspection,3,6
J1489,Tire replacement,4,6
J1490,ABS warning light diagnosis,2,6
J1491,Check engine light diagnosis,2,2
J1492,Tire pressure sensor reset,4,10
J1493,Oil change,2,2
J1494,Wheel alignment,4,10
J1495,Coolant system service,2,7
J1496,Battery replacement,2,5
J1497,Engine diagnostic scan,3,2
J1498,Coolant system service,3,4
J1499,Battery replacement,1,6
J1500,Transmission inspection,3,7
J1501,ABS warning light diagnosis,2,10
J1502,ABS warning light diagnosis,3,10
J1503,Wheel alignment,3,5
J1504,Engine diagnostic scan,1,7
J1505,Tire replacement,3,8
J1506,Suspension noise diagnosis,2,9
J1507,Wheel alignment,4,5
J1508,Engine diagnostic scan,3,7
J1509,Check engine light diagnosis,4,8
J1510,Spark plug replacement,1,8
J1511,Brake pad replacement,3,8
J1512,Tire replacement,3,2
J1513,Battery replacement,2,7
J1514,Coolant system service,2,8
J1515,Transmission inspection,4,6
J1516,Transmission inspection,3,5
J1517,Brake pad replacement,3,8
J1518,Oil change,3,1
J1519,Engine diagnostic scan,2,3
J1520,Spark plug replacement,3,6
J1521,Brake inspection,3,7
J1522,Battery replacement,2,6
J1523,Wheel alignment,3,5
J1524,Tire replacement,2,5
J1525,Brake inspection,3,4
J1526,Suspension noise diagnosis,3,4
J1527,Battery replacement,1,1
J1528,Check engine light diagnosis,1,6
J1529,Alternator inspection,3,4
J1530,Brake inspection,2,2
J1531,Coolant system service,1,5
J1532,Tire replacement,2,5
J1533,Suspension noise diagnosis,2,8
J1534,Spark plug replacement,3,9
J1535,Spark plug replacement,3,4
J1536,Suspension noise diagnosis,2,8
J1537,Tire pressure sensor reset,3,4
J1538,Coolant system service,3,5
J1539,Spark plug replacement,2,8
J1540,Oil change,2,4
J1541,Coolant system service,3,2
J1542,Wheel alignment,1,10
J1543,Tire replacement,3,4
J1544,Coolant system service,2,8
J1545,ABS warning light diagnosis,2,9
J1546,Oil change,3,10
J1547,Brake inspection,1,5
J1548,Engine diagnostic scan,4,2
J1549,ABS warning light diagnosis,4,3
J1550,Tire pressure sensor reset,1,2
J1551,Oil change,1,1
J1552,Brake inspection,4,9
J1553,Check engine light diagnosis,2,1
J1554,Coolant system service,1,6
J1555,Oil change,1,1
J1556,Suspension noise diagnosis,2,9
J1557,Engine diagnostic scan,2,1
J1558,Battery replacement,4,4
J1559,Engine diagnostic scan,3,9
J1560,ABS warning light diagnosis,2,1
J1561,Engine diagnostic scan,2,2
J1562,Oil change,2,3
J1563,Spark plug replacement,3,8
J1564,ABS warning light diagnosis,2,8
J1565,Suspension noise diagnosis,1,3
J1566,Oil change,1,10
J1567,Engine diagnostic scan,4,7
J1568,Engine diagnostic scan,2,5
J1569,Coolant system service,3,3
J1570,Brake pad replacement,2,7
J1571,Brake pad replacement,4,1
J1572,Wheel alignment,3,9
J1573,Brake inspection,4,5
J1574,Brake inspection,3,5
J1575,ABS warning light diagnosis,3,7
J1576,Brake inspection,3,2
J1577,Spark plug replacement,3,3
J1578,Check engine light diagnosis,2,4
J1579,Brake inspection,2,7
J1580,Check engine light diagnosis,2,7
J1581,Suspension noise diagnosis,2,6
J1582,Spark plug replacement,3,1
J1583,Suspension noise diagnosis,3,9
J1584,Battery replacement,2,5
J1585,ABS warning light diagnosis,3,1
J1586,Spark plug replacement,1,2
J1587,Brake pad replacement,1,3
J1588,ABS warning light diagnosis,2,2
J1589,Coolant system service,2,1
J1590,Spark plug replacement,1,3
J1591,Brake pad replacement,1,6
J1592,Alternator inspection,4,6
J1593,ABS warning light diagnosis,3,7
J1594,Tire replacement,3,2
J1595,Tire replacement,2,9
J1596,Brake pad replacement,2,9
J1597,ABS warning light diagnosis,2,8
J1598,Battery replacement,3,7
J1599,ABS warning light diagnosis,2,1
J1600,Brake pad replacement,3,4
J1601,Tire replacement,3,8
J1602,Battery replacement,3,7
J1603,Brake pad replacement,4,8
J1604,Alternator inspection,4,2
J1605,Tire pressure sensor reset,4,5
J1606,Transmission inspection,2,2
J1607,Transmission inspection,3,9
J1608,Suspension noise diagnosis,1,9
J1609,Brake inspection,1,9
J1610,Tire replacement,3,8
J1611,Tire pressure sensor reset,1,5
J1612,Transmission inspection,4,2
J1613,ABS warning light diagnosis,2,10
J1614,Coolant system service,3,7
J1615,Alternator inspection,1,5
J1616,Spark plug replacement,3,10
J1617,Battery replacement,2,2
J1618,ABS warning light diagnosis,2,6
J1619,Check engine light diagnosis,2,2
J1620,Coolant system service,4,9
J1621,Suspension noise diagnosis,1,6
J1622,ABS warning light diagnosis,3,3
J1623,Transmission inspection,2,8
J1624,Suspension noise diagnosis,4,2
J1625,Suspension noise diagnosis,2,3
J1626,Transmission inspection,2,6
J1627,Alternator inspection,2,4
J1628,Alternator inspection,1,6
J1629,Coolant system service,3,5
J1630,Engine diagnostic scan,4,5
J1631,Spark plug replacement,2,3
J1632,Wheel alignment,4,7
J1633,Oil change,3,4
J1634,Spark plug replacement,2,6
J1635,Battery replacement,2,6
J1636,Tire replacement,2,3
J1637,Tire replacement,4,9
J1638,Battery replacement,4,2
J1639,Brake inspection,1,7
J1640,Oil change,2,2
J1641,Suspension noise diagnosis,4,3
J1642,Brake pad replacement,1,1
J1643,Battery replacement,4,8
J1644,Engine diagnostic scan,2,10
J1645,Battery replacement,3,5
J1646,Brake pad replacement,2,10
J1647,Brake pad replacement,3,7
J1648,Battery replacement,3,10
J1649,ABS warning light diagnosis,3,1
J1650,Oil change,2,1
J1651,Engine diagnostic scan,4,9
J1652,Brake inspection,3,7
J1653,Wheel alignment,2,5
J1654,Oil change,4,4
J1655,Wheel alignment,1,8
J1656,Coolant system service,1,5
J1657,Tire pressure sensor reset,3,2
J1658,ABS warning light diagnosis,2,6
J1659,Brake inspection,2,3
J1660,Battery replacement,3,7
J1661,Alternator inspection,3,8
J1662,Brake pad replacement,4,8
J1663,Coolant system service,4,6
J1664,Spark plug replacement,3,2
J1665,Tire replacement,2,4
J1666,ABS warning light diagnosis,2,1
J1667,Spark plug replacement,2,5
J1668,Suspension noise diagnosis,1,5
J1669,Coolant system service,3,10
J1670,Coolant system service,2,8
J1671,ABS warning light diagnosis,4,9
J1672,Oil change,4,8
J1673,Suspension noise diagnosis,2,1
J1674,Tire pressure sensor reset,1,10
J1675,Spark plug replacement,4,3
J1676,Transmission inspection,3,2
J1677,Transmission inspection,3,7
J1678,Engine diagnostic scan,3,2
J1679,Alternator inspection,2,5
J1680,Check engine light diagnosis,1,5
J1681,Suspension noise diagnosis,3,9
J1682,ABS warning light diagnosis,1,2
J1683,Check engine light diagnosis,3,10
J1684,Alternator inspection,4,1
J1685,Spark plug replacement,3,5
J1686,Wheel alignment,3,9
J1687,Transmission inspection,3,10
J1688,Transmission inspection,2,9
J1689,Check engine light diagnosis,1,5
J1690,Suspension noise diagnosis,3,7
J1691,Transmission inspection,2,5
J1692,Suspension noise diagnosis,2,5
J1693,Wheel alignment,3,6
J1694,Wheel alignment,3,9
J1695,Tire pressure sensor reset,2,2
J1696,Transmission inspection,2,10
J1697,Wheel alignment,4,1
J1698,Brake inspection,4,2
J1699,Suspension noise diagnosis,3,7
J1700,Wheel alignment,3,3
J1701,Battery replacement,2,3
J1702,Tire pressure sensor reset,3,8
J1703,Spark plug replacement,2,5
J1704,Coolant system service,1,5
J1705,Brake inspection,3,10
